bootstrap_replicate,bootstrap_statistic,n_contributing_bootstrap_clusters,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
2404,0.017132045535206322,34,22,8,20,87,132
2405,0.012373886467430373,34,21,12,25,116,140
2406,0.011655375690584016,34,25,7,16,81,102
2407,0.023916974866031268,34,23,9,20,77,98
2408,0.013033851018545782,34,21,9,22,134,216
2409,0.012509276362126731,34,25,6,15,71,150
2410,0.03267627993784533,34,19,10,25,119,182
2411,0.014608557522041293,34,20,11,25,120,174
2412,0.017285634472198927,34,24,6,16,86,158
2413,0.0102932614666481,34,23,8,19,73,114
2414,0.01369221284494477,34,23,9,20,80,104
2415,0.0044574502579677044,34,19,10,25,107,212
2416,0.014614608141151567,34,23,8,19,109,142
2417,0.016156304489765877,34,21,8,21,144,264
2418,0.0259734659820548,34,22,9,21,112,166
2419,0.016773167596601038,34,21,11,24,117,138
2420,0.02136892930294519,34,24,8,18,102,144
2421,0.019337928110482072,34,24,8,18,78,102
2422,0.01551016775634443,34,24,7,17,73,114
2423,0.01000176586952009,34,21,8,21,94,186
2424,0.008414862607484572,34,21,10,23,147,210
2425,0.019415689162259005,34,22,11,23,120,132
2426,0.015049595929508774,34,21,9,22,88,136
2427,0.021911267076069656,34,24,8,18,117,156
2428,0.02263753911053848,34,20,7,21,119,242
2429,0.010690083059822487,34,21,8,21,90,166
2430,0.022722104704770603,34,25,8,17,79,88
2431,0.016129306615731157,34,24,8,18,115,160
2432,0.013362435152527979,34,22,8,20,104,208
2433,0.020951627702527315,34,22,9,21,144,216
2434,0.02493685824664142,34,20,11,25,137,212
2435,0.011440339901591493,34,28,5,11,56,80
2436,0.012519327889139314,34,23,7,18,69,114
2437,0.027053824846456777,34,24,7,17,101,148
2438,0.022112503146396817,34,23,10,21,128,158
2439,0.007338234161352045,34,22,8,20,108,168
2440,0.014690609903790688,34,21,8,21,89,146
2441,0.01227107466510545,34,22,7,19,125,256
2442,0.017132045535206322,34,23,9,20,113,134
2443,0.030161989307323122,34,21,8,21,100,178
2444,0.02886358603588824,34,23,9,20,106,130
2445,0.014019428307389385,34,24,8,18,78,102
2446,0.018008943229667243,34,20,9,23,128,224
2447,0.019155776108779055,34,22,10,22,95,116
2448,0.015546219965472112,34,22,8,20,138,298
2449,0.019047551260466002,34,22,8,20,104,170
2450,0.013365645488460767,34,26,7,15,88,112
2451,0.006293210392467691,34,23,10,21,112,136
2452,0.012866758243582424,34,24,9,19,105,120
2453,0.01811717103385182,34,21,10,23,107,140
2454,0.017881147542899045,34,24,8,18,118,160
2455,0.018272426968341582,34,21,11,24,105,126
2456,0.019785410023698477,34,19,9,24,94,166
2457,0.013108455498445915,34,24,9,19,89,98
2458,0.013934149366984672,34,21,9,22,92,142
2459,0.01353558939315518,34,21,9,22,102,152
2460,0.025343186513663685,34,22,9,21,103,160
2461,0.016492423326322992,34,20,10,24,132,186
2462,0.024439261884484788,34,22,10,22,137,182
2463,0.011481865232228078,34,22,9,21,93,138
2464,0.010854771166925493,34,24,8,18,82,106
2465,0.012892199581609226,34,22,10,22,93,114
2466,0.013590361714961127,34,22,10,22,142,196
2467,0.014554347413987086,34,23,8,19,73,106
2468,0.009102283385153849,34,24,7,17,100,160
2469,0.020904155135366895,34,25,7,16,94,142
2470,0.027511763403179297,34,22,8,20,109,180
2471,0.011284220710219572,34,21,10,23,149,200
2472,0.0167731187687169,34,22,9,21,89,128
2473,0.02183984491439868,34,23,8,19,103,152
2474,0.033531785038804024,34,22,8,20,136,226
2475,0.01700866674851049,34,24,8,18,71,92
2476,0.016805164368888688,34,21,10,23,144,198
2477,0.020257415986946744,34,20,11,25,143,184
2478,0.010710030201742486,34,20,11,25,133,184
2479,0.021957395342898575,34,20,9,23,160,262
2480,0.010668482580960703,34,21,10,23,100,136
2481,0.020606562156216972,34,19,9,24,156,326
2482,0.010310430112106101,34,25,8,17,95,110
2483,0.00658308113462211,34,23,8,19,86,116
2484,0.03452285004814849,34,23,9,20,102,144
2485,0.008549969820100839,34,23,8,19,80,110
2486,0.030264790473208784,34,21,9,22,106,172
2487,0.017854379997262013,34,22,9,21,90,132
2488,0.009494854730739799,34,21,12,25,108,120
2489,0.02205810103365439,34,20,8,22,109,202
2490,0.012872369132770824,34,23,7,18,64,106
2491,0.014822928412782668,34,22,9,21,104,140
2492,0.022517254441013407,34,20,8,22,110,208
2493,0.03008356519376265,34,23,10,21,104,122
2494,0.013904502027430633,34,20,8,22,99,186
2495,0.01998195692922342,34,19,9,24,125,250
2496,0.0242578674592302,34,23,8,19,71,104
2497,0.012623500952501907,34,23,9,20,72,96
2498,0.021809942301938508,34,24,9,19,76,88
2499,0.01719787907329668,34,18,8,24,124,412
2500,0.01294101141072472,34,22,9,21,111,150
2501,0.023391981045751978,34,22,8,20,130,234
2502,0.008835081781428736,34,19,10,25,121,234
2503,0.016834724919295815,34,18,11,27,178,416
2504,0.01594358595595951,34,22,9,21,100,142
2505,0.028612202842961468,34,20,10,24,143,228
2506,0.014028631992014214,34,19,9,24,140,236
2507,0.019245614393001213,34,26,6,14,87,132
2508,0.02288777172173588,34,24,9,19,121,130
2509,0.01931292977397435,34,24,7,17,91,148
2510,0.025134573473059342,34,20,10,24,140,212
2511,0.015770832495231833,34,22,10,22,137,194
2512,0.0213875386829327,34,22,8,20,124,236
2513,0.01617095925771707,34,23,10,21,103,112
2514,0.024280010427897514,34,21,8,21,89,170
2515,0.011833157238957615,34,23,10,21,114,144
2516,0.02081510731868333,34,22,9,21,117,168
2517,0.01910330129694137,34,19,10,25,138,240
2518,0.016626030373811898,34,22,8,20,94,152
2519,0.020305552198827626,34,19,11,26,120,162
2520,0.021795423120364504,34,22,8,20,128,212
2521,0.02626090537767828,34,23,5,16,97,296
2522,0.006152191428410017,34,21,9,22,105,144
2523,0.017760100358071525,34,20,9,23,110,226
2524,0.013426172090280925,34,24,8,18,90,122
2525,0.023566963507115492,34,21,10,23,129,170
2526,0.01759489773661558,34,22,10,22,101,128
2527,0.013198606252291259,34,20,10,24,82,136
2528,0.007245409914968151,34,21,7,20,89,182
2529,0.015590969242947006,34,20,10,24,123,186
2530,0.02778046275050798,34,21,7,20,108,250
2531,0.012532988752480795,34,20,11,25,112,142
2532,0.013644156867675616,34,23,8,19,116,188
2533,0.025832154296077693,34,25,8,17,91,124
2534,0.01188155958544173,34,25,7,16,68,92
2535,0.012682905201176577,34,23,7,18,96,184
2536,0.009373714155166687,34,23,9,20,75,96
2537,0.01751223753083682,34,22,8,20,111,168
2538,0.01536667865077214,34,20,8,22,114,250
2539,0.01401809376811769,34,23,9,20,96,120
2540,0.013018326098805488,34,21,10,23,118,172
2541,0.01602136716064894,34,22,11,23,119,128
2542,0.019031716142565686,34,19,11,26,151,284
2543,0.03828897277662024,34,21,9,22,105,180
2544,0.028133837277636905,34,21,11,24,116,164
2545,0.00922218069554779,34,21,10,23,133,206
2546,0.016206886055037686,34,22,10,22,127,166
2547,0.017806529754077295,34,22,10,22,112,144
2548,0.020126794174014216,34,21,12,25,138,168
2549,0.0159614865824122,34,19,13,28,156,192
2550,0.019425520771827583,34,22,9,21,102,138
2551,0.013871150084271977,34,23,9,20,106,148
2552,0.012532988752480795,34,23,7,18,86,134
2553,0.026411671101168502,34,21,10,23,106,150
2554,0.018082777561766374,34,25,7,16,75,108
2555,0.01043652731992295,34,22,9,21,101,150
2556,0.013342407172392191,34,24,7,17,93,182
2557,0.031817483857173604,34,22,10,22,117,144
2558,0.017750516803632828,34,24,9,19,110,122
2559,0.016592092178371987,34,21,8,21,121,256
2560,0.021513906824503697,34,19,9,24,111,212
2561,0.015859156888989284,34,25,8,17,128,152
2562,0.016205699375821156,34,24,8,18,118,160
2563,0.014565590283652105,34,20,8,22,105,300
2564,0.015145713802705092,34,21,8,21,139,316
2565,0.010383094862185471,34,19,9,24,122,222
2566,0.012202452374767095,34,24,9,19,86,116
2567,0.016305011943128046,34,19,11,26,158,218
2568,0.0135173102460018,34,21,11,24,121,142
2569,0.014744038018950092,34,21,9,22,141,222
2570,0.02000172669348404,34,20,10,24,121,166
2571,0.011424736955211665,34,22,10,22,88,112
2572,0.013173637146117766,34,21,8,21,95,194
2573,0.009520437319773308,34,23,7,18,118,268
2574,0.009005849976407493,34,24,8,18,100,132
2575,0.01980057066062957,34,18,9,25,117,264
2576,0.015273760164875423,34,22,9,21,108,162
2577,0.014298124861855475,34,20,8,22,123,276
2578,0.012211123078541275,34,23,10,21,106,118
2579,0.009981055815278063,34,25,5,14,68,124
2580,0.018487399328246223,34,22,7,19,90,174
2581,0.01480178548802663,34,23,10,21,140,170
2582,0.02409471687013461,34,25,8,17,83,92
2583,0.012827139739680277,34,23,8,19,91,124
2584,0.013437804300967804,34,24,6,16,70,124
2585,0.014349934268273159,34,22,10,22,80,98
2586,0.007049880634017111,34,22,9,21,92,128
2587,0.013229322781232442,34,21,9,22,112,274
2588,0.0183242943991763,34,23,9,20,125,170
2589,0.022112503146396817,34,23,7,18,91,192
2590,0.02073781841590814,34,18,9,25,127,256
2591,0.013447471098269381,34,21,10,23,123,180
2592,0.0174752929355769,34,17,11,28,134,248
2593,0.021490358827973885,34,20,9,23,128,252
2594,0.033553646425478166,34,19,11,26,131,182
2595,0.012215344497053991,34,19,11,26,108,156
2596,0.017767391989174576,34,24,9,19,107,122
2597,0.009809990090686532,34,20,11,25,145,196
2598,0.032408027310919726,34,18,9,25,96,192
2599,0.012785483148464089,34,24,6,16,73,136
2600,0.022635905362605402,34,23,8,19,92,122
2601,0.016959421794773277,34,23,7,18,90,172
2602,0.012509682721717635,34,22,9,21,116,188
2603,0.012713435243276564,34,22,10,22,125,152
2604,0.014410536421284838,34,24,8,18,93,114
2605,0.024969392911663682,34,21,8,21,104,190
2606,0.014299703395422757,34,22,8,20,99,156
2607,0.015532728393677322,34,22,7,19,103,310
2608,0.011038710571130393,34,22,10,22,89,110
2609,0.021002117198055843,34,22,9,21,122,176
2610,0.015158099813622282,34,20,11,25,121,154
2611,0.03592616955509902,34,21,8,21,130,304
2612,0.012309685487134021,34,23,9,20,76,100
2613,0.01665329150248895,34,24,9,19,72,84
2614,0.01103947948263128,34,23,10,21,128,140
2615,0.013352883467885532,34,21,9,22,117,180
2616,0.0302335268378363,34,21,10,23,124,178
2617,0.010056531037186026,34,20,10,24,115,222
2618,0.021264350924394493,34,22,10,22,100,124
2619,0.012171477164396899,34,22,7,19,86,152
2620,0.02511989128230383,34,25,5,14,74,138
2621,0.013837319536277103,34,22,7,19,140,312
2622,0.032408027310919726,34,17,12,29,173,230
2623,0.013277874399996455,34,21,10,23,117,168
2624,0.029604588555186037,34,21,8,21,121,292
2625,0.01654029872452039,34,22,9,21,110,202
2626,0.024991370926137152,34,20,11,25,143,246
2627,0.02595352362198358,34,21,10,23,111,168
2628,0.0266578438026676,34,20,10,24,120,180
2629,0.014608557522041293,34,19,8,23,103,206
2630,0.016152603930529138,34,22,8,20,127,242
2631,0.016758608619334273,34,24,8,18,88,112
2632,0.014888255510869947,34,22,10,22,110,142
2633,0.015517093585312294,34,24,9,19,94,106
2634,0.01043652731992295,34,23,8,19,83,116
2635,0.01441431948893128,34,25,7,16,86,122
2636,0.00568378416391957,34,20,9,23,109,202
2637,0.010751975462654065,34,21,9,22,125,210
2638,0.03215968318350822,34,19,8,23,119,236
2639,0.027845407830237687,34,23,8,19,88,124
2640,0.013265017403212474,34,20,10,24,116,166
2641,0.024475446386565403,34,17,10,27,110,210
2642,0.014117753533522466,34,23,9,20,117,162
2643,0.012803768135452694,34,21,12,25,148,160
2644,0.02617695946947468,34,19,9,24,141,280
2645,0.012019715281691028,34,21,8,21,111,230
2646,0.017689857437460602,34,16,12,30,172,286
2647,0.012118516962627102,34,21,11,24,111,144
2648,0.01605436993433316,34,22,9,21,117,168
2649,0.006975562200222621,34,25,6,15,85,148
2650,0.023182837558561264,34,19,10,25,103,214
2651,0.017623950122909855,34,23,8,19,103,142
2652,0.011882151745981298,34,21,12,25,136,166
2653,0.01302173797761031,34,22,7,19,119,218
2654,0.01609314251829662,34,20,10,24,100,148
2655,0.023122283860577193,34,21,10,23,125,174
2656,0.014497101563390586,34,22,11,23,133,142
2657,0.01886463458196435,34,20,6,20,104,332
2658,0.018837901150827622,34,22,11,23,139,172
2659,0.017017171974113704,34,23,11,22,104,104
2660,0.017691320699156386,34,21,11,24,170,250
2661,0.024172448263588622,34,19,10,25,143,280
2662,0.015507635414099455,34,21,9,22,136,226
2663,0.006758685892084438,34,21,9,22,122,260
2664,0.025690842610100587,34,25,8,17,83,92
2665,0.01249077162673565,34,25,7,16,91,130
2666,0.005564265280183861,34,18,7,23,95,224
2667,0.031452343582657624,34,23,7,18,73,118
2668,0.01923040882539649,34,21,8,21,110,198
2669,0.012674611143260801,34,20,10,24,131,212
2670,0.01728356178920262,34,18,13,29,123,150
2671,0.016563390802003367,34,20,9,23,90,152
2672,0.01613479307329607,34,17,10,27,144,252
2673,0.01181255043206371,34,23,9,20,90,130
2674,0.020186655910961776,34,22,9,21,127,184
2675,0.03412693250523868,34,20,10,24,120,192
2676,0.026884313982542315,34,25,7,16,74,98
2677,0.029088005083951735,34,25,7,16,68,92
2678,0.017988874687045225,34,21,10,23,104,140
2679,0.024925447477750717,34,22,8,20,110,192
2680,0.016587833019554618,34,22,9,21,129,168
2681,0.010377910968535471,34,24,6,16,78,144
2682,0.011714472196349749,34,22,9,21,94,136
2683,0.033792369339973385,34,24,7,17,73,112
2684,0.013027623018189001,34,20,10,24,110,166
2685,0.007225499405076566,34,22,9,21,100,130
2686,0.02544316226283498,34,22,9,21,112,172
2687,0.019842753121286125,34,21,10,23,101,152
2688,0.011551713361906912,34,21,10,23,130,184
2689,0.0032135171994935735,34,23,10,21,124,154
2690,0.03045096301866105,34,24,8,18,94,118
2691,0.029104756795926792,34,24,7,17,76,128
2692,0.010653509712441767,34,24,9,19,85,94
2693,0.013314934648694363,34,21,10,23,135,192
2694,0.01400762740500286,34,21,11,24,110,140
2695,0.010627609634519669,34,21,9,22,94,144
2696,0.007342075771705661,34,22,9,21,127,206
2697,0.010542296479259597,34,18,10,26,135,270
2698,0.011816059753044263,34,25,6,15,74,128
2699,0.010454725495087469,34,23,8,19,101,134
2700,0.01678416340281027,34,21,11,24,124,204
2701,0.021280495922263755,34,23,9,20,106,148
2702,0.011391654548324123,34,21,10,23,99,148
2703,0.03672965858146937,34,22,5,17,71,232
2704,0.013491510785202804,34,21,8,21,111,182
2705,0.01779328302704402,34,18,11,27,144,268
2706,0.00920491050031303,34,18,9,25,134,290
2707,0.031303162472512594,34,21,8,21,97,156
2708,0.018977539421852693,34,23,9,20,121,172
2709,0.029127100266698007,34,23,9,20,120,144
2710,0.008815530493545422,34,19,11,26,97,142
2711,0.01657443738783796,34,20,10,24,153,246
2712,0.00613905125373064,34,21,9,22,86,128
2713,0.016745328351206228,34,20,8,22,150,354
2714,0.014420565084565781,34,20,12,26,121,148
2715,0.02518481244996334,34,26,8,16,104,104
2716,0.01517823925407294,34,20,8,22,118,254
2717,0.026476704902202206,34,17,10,27,135,248
2718,0.018920985417205563,34,18,10,26,112,186
2719,0.016215315144252153,34,20,12,26,134,176
2720,0.025813440830330398,34,23,9,20,87,108
2721,0.012784903565012301,34,21,10,23,122,176
2722,0.01683591231770994,34,20,11,25,130,182
2723,0.010317887785526864,34,19,9,24,116,206
2724,0.011644639412988732,34,25,6,15,82,142
2725,0.015507635414099455,34,24,9,19,109,118
2726,0.02271122615318077,34,19,11,26,121,182
2727,0.00524522273898842,34,18,10,26,150,244
2728,0.017730207020513332,34,21,9,22,97,150
2729,0.011147329890424811,34,21,11,24,116,140
2730,0.011882151745981298,34,20,11,25,110,146
2731,0.022112503146396817,34,20,9,23,105,156
2732,0.01824697059442361,34,26,8,16,78,78
2733,0.01021343906048415,34,20,9,23,94,156
2734,0.011257326261017192,34,21,11,24,104,128
2735,0.02414138775986177,34,18,9,25,115,268
2736,0.014315517333784833,34,18,8,24,145,302
2737,0.0134598635347866,34,23,9,20,105,150
2738,0.013768890102658096,34,21,9,22,113,184
2739,0.007798419798812503,34,18,12,28,137,176
2740,0.014843109964651095,34,24,8,18,129,192
2741,0.028133837277636905,34,22,9,21,98,128
2742,0.018066545273610568,34,20,8,22,104,212
2743,0.01021004980823545,34,20,11,25,129,180
2744,0.015729060768350178,34,21,9,22,113,184
2745,0.013957944404230767,34,22,9,21,131,210
2746,0.02097952363285536,34,23,9,20,100,142
2747,0.013642256983868825,34,21,10,23,116,170
2748,0.02071554285781639,34,22,9,21,115,172
2749,0.029153498060757177,34,20,9,23,120,198
2750,0.013930069243188486,34,19,10,25,136,252
2751,0.012366829636155409,34,24,9,19,112,142
2752,0.015470030537540612,34,22,10,22,89,110
2753,0.016531193285579216,34,22,8,20,90,156
2754,0.010245445005326231,34,21,6,19,92,212
2755,0.02439553291884828,34,21,9,22,139,232
2756,0.009471225578972751,34,24,9,19,130,154
2757,0.010987984412865841,34,23,10,21,94,106
2758,0.021264350924394493,34,23,8,19,89,146
2759,0.003993317088624389,34,21,8,21,108,216
2760,0.022346504552133453,34,24,9,19,87,96
2761,0.01835347722014611,34,21,9,22,117,176
2762,0.012509276362126731,34,20,10,24,105,156
2763,0.012211123078541275,34,24,8,18,117,162
2764,0.023354401704657995,34,20,10,24,128,216
2765,0.01748770109025953,34,26,5,13,55,110
2766,0.010034964948202899,34,23,9,20,106,148
2767,0.005330226407589483,34,22,10,22,112,148
2768,0.016423294139578958,34,22,7,19,68,122
2769,0.01297783631725341,34,19,11,26,107,164
2770,0.008798672515857052,34,20,9,23,111,210
2771,0.013054067024053942,34,23,8,19,95,128
2772,0.00958770138706402,34,24,8,18,100,142
2773,0.011017110191212834,34,21,9,22,108,206
2774,0.015591002493327729,34,21,13,26,126,126
2775,0.016291575298557726,34,22,8,20,96,162
2776,0.012419182148100998,34,21,10,23,124,166
2777,0.021020954737974683,34,22,9,21,107,148
2778,0.016413738837114646,34,21,8,21,119,190
2779,0.03591669405092051,34,22,10,22,106,130
2780,0.029047881744063468,34,22,8,20,80,128
2781,0.01519766143171786,34,22,9,21,140,188
2782,0.027723509425050998,34,19,11,26,161,230
2783,0.014124720760594709,34,22,10,22,148,228
2784,0.01434323075623379,34,19,10,25,169,292
2785,0.014608557522041293,34,24,7,17,91,180
2786,0.020268253591716946,34,22,8,20,87,144
2787,0.010515559055960091,34,22,9,21,109,166
2788,0.016090656928972442,34,23,8,19,66,102
2789,0.009780702802974398,34,20,11,25,129,180
2790,0.008659815588932376,34,20,10,24,110,158
2791,0.017119544717145767,34,21,8,21,92,146
2792,0.015352579015230853,34,25,8,17,103,118
2793,0.00864628023273651,34,23,10,21,92,104
2794,0.017805844396751133,34,19,11,26,129,198
2795,0.025758079188066767,34,23,7,18,73,132
2796,0.009273637762957924,34,21,8,21,90,150
2797,0.011833157238957615,34,22,7,19,104,278
2798,0.01725647241898931,34,22,10,22,103,130
2799,0.019583526174445375,34,22,9,21,117,190
2800,0.008322964525091622,34,21,11,24,109,136
2801,0.016335552771324216,34,20,8,22,103,196
2802,0.0305760146204289,34,19,11,26,155,242
2803,0.018851717364423343,34,22,10,22,92,124
2804,0.010498710233990155,34,18,10,26,151,284
2805,0.011760275400049716,34,23,10,21,94,118
2806,0.012949669112553578,34,26,7,15,77,86
2807,0.014535085680118437,34,21,11,24,107,128
2808,0.023752173972147378,34,23,8,19,86,130
2809,0.0014427649384453414,34,20,11,25,128,170
2810,0.02726921190107015,34,22,8,20,112,178
2811,0.015379182568630162,34,25,7,16,85,124
2812,0.010030616762105649,34,22,9,21,79,112
2813,0.01642097725151995,34,20,10,24,108,182
2814,0.011184946014613735,34,23,7,18,95,154
2815,0.011643430016760048,34,21,9,22,116,176
2816,0.017024713858878965,34,22,12,24,124,124
2817,0.008893329870953148,34,21,8,21,99,198
2818,0.014065164506173476,34,20,10,24,135,210
2819,0.011521642543016276,34,25,8,17,96,126
2820,0.025738108753649215,34,23,8,19,100,144
2821,0.026198676880588564,34,20,8,22,109,242
2822,0.01069098608039484,34,22,11,23,128,140
2823,0.014167446474497587,34,23,10,21,123,138
2824,0.014146464278456436,34,19,9,24,122,252
2825,0.016284200181524888,34,24,9,19,100,112
2826,0.007824641252878198,34,23,8,19,79,112
2827,0.023014739006214036,34,23,9,20,119,176
2828,0.010264253448599776,34,20,11,25,124,166
2829,0.029156863234092126,34,23,8,19,86,134
2830,0.00935166104047401,34,20,7,21,139,330
2831,0.018347763998309775,34,24,7,17,55,82
2832,0.010930247360207701,34,21,7,20,88,166
2833,0.009611235535093805,34,21,8,21,102,226
2834,0.009296600210580926,34,23,8,19,107,152
2835,0.013239477527794884,34,24,8,18,102,126
2836,0.020421208250108135,34,19,8,23,109,240
2837,0.023184899055979945,34,20,12,26,140,172
2838,0.01147374348488392,34,22,9,21,95,146
2839,0.011545695138807884,34,24,9,19,75,84
2840,0.0066245384699896714,34,22,9,21,116,152
2841,0.01609019330787808,34,24,8,18,66,84
2842,0.014907329982362605,34,21,7,20,113,252
2843,0.006889423242318782,34,21,8,21,103,172
2844,0.01941317817343173,34,20,11,25,100,130
2845,0.01379460899303156,34,21,10,23,115,160
2846,0.023013016522232137,34,19,12,27,136,172
2847,0.016895639318630525,34,23,10,21,86,98
2848,0.0131391858484265,34,22,11,23,109,118
2849,0.014850516304431013,34,21,9,22,99,186
2850,0.01303188891892152,34,23,9,20,88,106
2851,0.013262375622060847,34,24,6,16,73,124
2852,0.016971225437036302,34,22,8,20,89,140
2853,0.019924967338831267,34,22,9,21,109,154
2854,0.014141881873067225,34,21,7,20,123,272
2855,0.012918760991026495,34,24,8,18,84,114
2856,0.01566072471239539,34,21,8,21,103,172
2857,0.01993970571762021,34,20,10,24,113,196
2858,0.011258233038658153,34,23,9,20,88,106
2859,0.01634038726810405,34,23,6,17,56,122
2860,0.01557534634563193,34,23,9,20,100,132
2861,0.037427878959319844,34,18,10,26,144,312
2862,0.015687037156577696,34,23,7,18,133,322
2863,0.019808398788816545,34,25,6,15,77,134
2864,0.027855476466381188,34,21,12,25,112,124
2865,0.01424804010256953,34,21,11,24,102,120
2866,0.022153945075593623,34,22,9,21,137,200
2867,0.015501597809739143,34,24,8,18,70,102
2868,0.012324414155772866,34,22,11,23,118,130
2869,0.013014260215887478,34,24,8,18,98,122
2870,0.021834821318392067,34,24,7,17,67,100
2871,0.020530773437377126,34,23,9,20,83,104
2872,0.017313992611038213,34,19,9,24,78,156
2873,0.017331610718860177,34,22,10,22,143,182
2874,0.011405658259918409,34,19,11,26,130,196
2875,0.01427903669300527,34,19,12,27,126,168
2876,0.018691732648438167,34,23,8,19,102,144
2877,0.01287529904081285,34,24,6,16,54,102
2878,0.020067799740458248,34,21,10,23,122,214
2879,0.015219182819398519,34,23,10,21,122,152
2880,0.024904007882207223,34,18,9,25,119,254
2881,0.00970779958249092,34,20,10,24,143,268
2882,0.01019878327259792,34,21,8,21,80,164
2883,0.016248482631590903,34,21,11,24,143,200
2884,0.018896523783894816,34,22,8,20,92,156
2885,0.01530848601997413,34,22,9,21,85,112
2886,0.01109420192473752,34,21,10,23,105,146
2887,0.009905877980103311,34,24,8,18,113,152
2888,0.021760845610203514,34,18,11,27,128,196
2889,0.021137531695805553,34,19,9,24,107,184
2890,0.024846605634054972,34,23,8,19,107,158
2891,0.012748499824972954,34,21,10,23,103,152
2892,0.014967125940622189,34,22,11,23,127,136
2893,0.022316263150027715,34,23,8,19,103,176
2894,0.018187561620439364,34,21,9,22,81,126
2895,0.005682106949942856,34,21,9,22,113,172
2896,0.01580359748142996,34,23,10,21,107,122
2897,0.010462631448695844,34,23,8,19,77,132
2898,0.013637643847334908,34,21,9,22,103,172
2899,0.018945865274045418,34,24,7,17,83,134
2900,0.02651387975867925,34,22,8,20,104,186
2901,0.01797699391600644,34,19,11,26,137,218
2902,0.011989126832724496,34,21,11,24,105,132
2903,0.008903861124631995,34,21,8,21,91,166
2904,0.028776818300179474,34,21,10,23,118,160
2905,0.015278238022968706,34,23,9,20,110,128
2906,0.010525333778059018,34,18,9,25,138,286
2907,0.018698729105359007,34,22,9,21,135,216
2908,0.01757406808437776,34,20,10,24,107,174
2909,0.014625844255644532,34,19,12,27,149,206
2910,0.01824295928976579,34,18,10,26,128,262
2911,0.01612674751697271,34,20,9,23,111,182
2912,0.008093777639302885,34,18,10,26,135,260
2913,0.01275576451170908,34,21,10,23,102,138
2914,0.013417622143522032,34,24,8,18,96,138
2915,0.02502857047783442,34,20,8,22,96,190
2916,0.008441352586014791,34,23,9,20,102,126
2917,0.020754813612710844,34,22,8,20,112,168
2918,0.02466267073260331,34,21,10,23,120,164
2919,0.004114756774541813,34,22,11,23,122,134
2920,0.013915508412035944,34,22,10,22,124,148
2921,0.020014509418147156,34,26,6,14,63,90
2922,0.01141540364917823,34,20,8,22,100,198
2923,0.02404514532918784,34,22,8,20,115,192
2924,0.012509276362126731,34,19,8,23,95,194
2925,0.014539909355686536,34,23,9,20,84,108
2926,0.006404497943589146,34,19,10,25,133,230
2927,0.02163874443669346,34,23,10,21,112,124
2928,0.015009726188434866,34,20,8,22,102,204
2929,0.009883950027442648,34,24,9,19,108,132
2930,0.03153569368248381,34,21,10,23,137,212
2931,0.012172530302709858,34,21,8,21,100,172
2932,0.03821781383396538,34,20,9,23,104,186
2933,0.012345982601878996,34,20,10,24,114,156
2934,0.01359304236648317,34,21,12,25,145,154
2935,0.009244971514472646,34,25,7,16,78,96
2936,0.017434357644564302,34,24,8,18,79,100
2937,0.02145502155225474,34,24,9,19,96,108
2938,0.01470071246579593,34,23,8,19,110,140
2939,0.01895491604152353,34,21,8,21,109,230
2940,0.012509276362126731,34,21,12,25,142,172
2941,0.010523284046323356,34,22,9,21,93,120
2942,0.01638850351935038,34,20,10,24,115,166
2943,0.012630613547838163,34,23,9,20,109,136
2944,0.016623700976762856,34,23,6,17,77,142
2945,0.02116877310720132,34,23,8,19,98,134
2946,0.029345745905800302,34,19,10,25,137,270
2947,0.012376180837237218,34,22,9,21,100,154
2948,0.02658300921864376,34,20,10,24,91,136
2949,0.01698528904859444,34,24,6,16,97,178
2950,0.01354392287226857,34,24,8,18,80,104
2951,0.016692932934365346,34,22,8,20,97,168
2952,0.012987514237585315,34,23,11,22,114,114
2953,0.005719365431658293,34,21,9,22,131,206
2954,0.01763310215380441,34,24,8,18,71,98
2955,0.013198606252291259,34,21,9,22,101,170
2956,0.02357211194815674,34,23,7,18,115,202
2957,0.014004715143961195,34,26,7,15,69,84
2958,0.026759076825202045,34,24,6,16,61,120
2959,0.0032135171994935735,34,22,10,22,138,218
2960,0.02985658051435571,34,26,5,13,62,152
2961,0.012580316030618755,34,20,10,24,94,142
2962,0.009319097412539099,34,21,10,23,120,156
2963,0.01817021963906315,34,18,9,25,128,260
2964,0.010462631448695844,34,22,10,22,98,130
2965,0.013693865041691913,34,21,11,24,142,166
2966,0.01691671670874441,34,23,9,20,115,136
2967,0.007351794048692656,34,19,8,23,121,240
2968,0.01765477706130237,34,22,11,23,110,122
2969,0.023312010663571435,34,26,8,16,78,78
2970,0.021761276776654324,34,22,10,22,94,118
2971,0.006774057567486669,34,19,9,24,103,212
2972,0.011288853648943702,34,20,11,25,134,190
2973,0.020942759787493978,34,23,10,21,105,114
2974,0.025955586741974138,34,22,9,21,113,170
2975,0.032770482848469576,34,22,8,20,121,236
2976,0.01331785457235106,34,22,10,22,83,104
2977,0.022484752042426767,34,22,8,20,81,148
2978,0.027574594624178706,34,22,7,19,75,156
2979,0.009847593954208797,34,22,10,22,126,168
2980,0.01670150796938668,34,21,9,22,110,176
