bootstrap_replicate,bootstrap_statistic,n_contributing_bootstrap_clusters,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
2442,0.021200532163774002,43,31,13,28,95,110
2443,0.015271219188422738,43,28,13,31,123,180
2444,0.01401809376811769,43,31,11,26,106,204
2445,0.025451762626428488,42,31,11,26,83,122
2446,0.017262290038544636,42,30,11,27,90,138
2447,0.020605374955838307,45,30,12,28,114,170
2448,0.010433003945434963,45,29,11,28,108,222
2449,0.031348775362681505,43,29,12,29,104,158
2450,0.021011676158929033,44,35,10,21,90,102
2451,0.016591270456277646,45,29,12,29,144,242
2452,0.006169244356675908,42,30,14,30,124,148
2453,0.011106485423084317,41,26,11,31,132,248
2454,0.02615629888038952,43,27,14,33,143,194
2455,0.01818097579039325,44,32,12,26,123,144
2456,0.02246636119391745,44,27,15,34,115,160
2457,0.013518885085911161,45,27,14,33,117,168
2458,0.015172963596217212,44,26,13,33,134,220
2459,0.013180463043731994,45,30,14,30,127,148
2460,0.021979002001416975,46,30,11,27,111,156
2461,0.011760275400049716,45,27,15,34,155,212
2462,0.008393141028137707,45,26,14,34,99,146
2463,0.007097957403546157,45,30,13,29,147,186
2464,0.019024867075727488,44,31,10,25,131,220
2465,0.012595885439440277,46,26,15,35,170,254
2466,0.0212769184472535,46,32,10,24,122,200
2467,0.015861606708723493,46,27,14,33,132,228
2468,0.021667951137427675,46,31,11,26,138,204
2469,0.011567102861976389,45,31,12,27,140,200
2470,0.013252084208805387,44,31,10,25,105,184
2471,0.02121356684180963,46,30,14,30,140,158
2472,0.015173565501967863,45,30,14,30,106,130
2473,0.02867039000592421,44,28,11,29,130,266
2474,0.026416750478863424,44,30,11,27,112,188
2475,0.014011614203439257,43,30,11,27,125,208
2476,0.011545241749987403,41,31,12,27,88,102
2477,0.014291390957532076,44,32,10,24,114,162
2478,0.015604445913900079,42,29,14,31,118,164
2479,0.014619659119160099,45,29,15,32,144,186
2480,0.017582234987824377,42,29,13,30,109,154
2481,0.015501597809739143,45,32,12,26,98,116
2482,0.014728961504401977,45,29,11,28,141,236
2483,0.021754780323266852,45,33,11,24,86,104
2484,0.011833157238957615,44,32,10,24,103,160
2485,0.02420105129121327,45,29,12,29,151,256
2486,0.018107394362138138,43,27,13,32,110,202
2487,0.015767257076950758,44,33,10,23,134,204
2488,0.01126045239073234,45,27,14,33,129,198
2489,0.01831875344816647,41,28,15,33,93,120
2490,0.009461464128024857,46,26,15,35,172,262
2491,0.020110817258938672,45,31,12,27,143,182
2492,0.015622903172124378,42,30,10,26,74,118
2493,0.030181401859142615,43,26,13,33,124,220
2494,0.021858732241298015,45,30,11,27,124,184
2495,0.019287910529151686,43,30,13,29,112,142
2496,0.011267377311000443,44,31,10,25,88,148
2497,0.014284866553819657,43,30,12,28,130,190
2498,0.009511658481140252,44,31,11,26,114,176
2499,0.012172530302709858,45,27,13,32,107,164
2500,0.01606753460229973,44,34,10,22,96,108
2501,0.010036821437233223,46,29,12,29,112,180
2502,0.026828932374104372,43,32,12,26,123,168
2503,0.012455115410853,45,28,11,29,167,374
2504,0.022116125245870533,43,32,11,25,97,136
2505,0.01586303772436372,44,30,13,29,125,188
2506,0.020481592032269624,44,26,16,36,171,234
2507,0.01498726395478061,44,30,10,26,124,246
2508,0.022112503146396817,46,28,13,31,123,198
2509,0.01748216366667102,42,30,12,28,106,166
2510,0.010734754493589307,45,30,15,31,130,142
2511,0.014552835316991468,43,31,12,27,135,204
2512,0.01649101841829141,43,26,15,35,137,212
2513,0.017525546573592492,42,26,16,36,212,302
2514,0.015978562580095827,44,24,13,35,180,366
2515,0.017132045535206322,45,31,12,27,96,134
2516,0.00937453517604682,42,27,14,33,145,218
2517,0.01449776929988373,41,29,11,28,86,158
2518,0.01516592974915864,45,29,14,31,167,198
2519,0.032228150991786275,45,31,11,26,109,146
2520,0.0073835974844234376,45,30,10,26,103,180
2521,0.016205699375821156,45,31,11,26,136,254
2522,0.029345745905800302,43,31,9,24,92,172
2523,0.010643395079127566,45,30,13,29,170,236
2524,0.011753002508646831,45,29,10,27,124,278
2525,0.021664906815298726,40,30,10,26,98,158
2526,0.00937453517604682,45,30,13,29,114,150
2527,0.021760845610203514,45,29,12,29,99,150
2528,0.012338658973436906,44,28,13,31,122,182
2529,0.016133837151808526,42,25,16,37,129,192
2530,0.021198049494605763,45,28,14,32,168,234
2531,0.019094465481038027,45,32,9,23,93,198
2532,0.01647849863758108,44,30,13,29,132,192
2533,0.019464378543534725,44,31,12,27,123,144
2534,0.011832662054822446,42,27,13,32,91,160
2535,0.012282164958563865,43,31,12,27,98,128
2536,0.019361895653640895,45,29,13,30,133,202
2537,0.011259133361423687,42,30,11,27,78,122
2538,0.01388437197042696,43,30,14,30,118,136
2539,0.022145705267059362,45,31,12,27,112,154
2540,0.025180845862728604,42,29,13,30,113,160
2541,0.020021454457765167,44,32,9,23,77,136
2542,0.015358013043097953,43,29,14,31,131,170
2543,0.021844980485816734,45,31,11,26,99,144
2544,0.01401809376811769,41,31,9,24,95,162
2545,0.008393799913361387,44,28,12,30,109,208
2546,0.011193720831619191,46,28,11,29,136,306
2547,0.006459918425650649,43,24,13,35,122,238
2548,0.014723001061027446,43,28,16,34,165,198
2549,0.020649101520000518,46,28,13,31,126,174
2550,0.012532094966408815,45,31,9,24,103,166
2551,0.018749529478188753,45,25,12,33,163,338
2552,0.008687801854858842,44,28,11,29,123,270
2553,0.017726409344188565,46,27,13,32,168,322
2554,0.013868844997472665,45,27,14,33,197,368
2555,0.031594755344133696,45,30,12,28,127,194
2556,0.014597129530234738,43,30,12,28,97,130
2557,0.016038335951192723,46,29,14,31,107,140
2558,0.010089547744961867,43,32,12,26,146,170
2559,0.020326372656043173,46,28,15,33,104,128
2560,0.016230039300292147,46,31,9,24,121,204
2561,0.004847907467479665,44,28,13,31,181,308
2562,0.012979477890044791,45,31,10,25,135,274
2563,0.01742592641657514,44,26,13,33,143,270
2564,0.011257326261017192,44,31,14,29,138,168
2565,0.011720404725339823,42,27,14,33,116,172
2566,0.01622291221579822,44,30,11,27,128,206
2567,0.01765381433969436,44,33,12,25,96,102
2568,0.013667472650781248,44,27,13,32,135,212
2569,0.012634042748264376,44,31,12,27,92,114
2570,0.02223964069427302,43,30,12,28,117,172
2571,0.013180463043731994,43,32,10,24,122,246
2572,0.015291572037227141,43,28,12,30,154,232
2573,0.011114329730810224,45,29,12,29,106,160
2574,0.011391654548324123,43,30,10,26,146,306
2575,0.008839261128257975,45,30,12,28,164,246
2576,0.02573917864716871,43,29,11,28,93,142
2577,0.016950768722558435,45,29,11,28,102,170
2578,0.02371610739212803,42,31,11,26,118,154
2579,0.013817100333701912,45,32,12,26,110,140
2580,0.014582402021541992,46,27,15,34,134,202
2581,0.012849523940546184,45,34,9,21,78,106
2582,0.015019453076430204,42,32,12,26,121,154
2583,0.023983212116569383,44,30,12,28,117,180
2584,0.012343498382761602,43,29,12,29,110,198
2585,0.01817492458583303,45,31,12,27,155,268
2586,0.022562469673068374,43,32,11,25,94,142
2587,0.011072301676117387,46,30,12,28,152,224
2588,0.015991939847299182,44,32,12,26,83,104
2589,0.02305350496640924,44,33,9,22,104,158
2590,0.019287910529151686,46,30,15,31,114,120
2591,0.01649733696062551,42,30,11,27,102,152
2592,0.014696287603110779,46,26,11,31,148,272
2593,0.010498710233990155,43,25,14,35,166,262
2594,0.012987290724746268,45,31,12,27,109,148
2595,0.01244273127088684,42,30,12,28,95,118
2596,0.02281477119213638,44,29,14,31,127,178
2597,0.011787813998148995,44,29,11,28,113,182
2598,0.017665931787760745,46,29,12,29,183,338
2599,0.02509268159733243,42,29,12,29,125,172
2600,0.016049793162583356,45,28,12,30,103,182
2601,0.01929614129973744,44,34,10,22,81,96
2602,0.012370946416322942,45,31,12,27,148,196
2603,0.020079343759058774,44,29,12,29,146,246
2604,0.00937453517604682,45,27,12,31,124,232
2605,0.010688890181245164,44,27,13,32,111,176
2606,0.01253664985631947,46,27,14,33,147,198
2607,0.019842753121286125,45,28,13,31,126,186
2608,0.01509755081108434,43,28,13,31,127,172
2609,0.019842753121286125,41,31,9,24,60,114
2610,0.014600387541746057,45,29,13,30,127,178
2611,0.028705807157626134,43,32,12,26,103,124
2612,0.03531645000218962,43,27,14,33,117,182
2613,0.017105645691362893,44,31,10,25,130,254
2614,0.019844960127330218,43,27,15,34,119,158
2615,0.02304527285337791,44,29,13,30,102,144
2616,0.013020755375773213,43,30,12,28,129,184
2617,0.01976706770550328,41,27,12,31,139,272
2618,0.022160976485849637,44,28,14,32,110,144
2619,0.01945831157193085,43,31,10,25,119,212
2620,0.016263511544017277,44,28,11,29,120,202
2621,0.018486540298435675,43,29,11,28,154,370
2622,0.026198676880588564,45,29,14,31,155,204
2623,0.01387030408559705,44,24,15,37,137,212
2624,0.026478622479700197,45,29,11,28,142,256
2625,0.01423798484171835,43,31,11,26,106,142
2626,0.011691488984769856,44,28,10,28,118,266
2627,0.020977628133841464,44,32,10,24,114,202
2628,0.01602932202919649,46,27,13,32,168,378
2629,0.015365854703914009,43,31,10,25,111,222
2630,0.015328892254832693,45,29,12,29,140,200
2631,0.015103004476303795,44,31,10,25,99,176
2632,0.020280726598534665,42,29,14,31,142,162
2633,0.013485411466085048,43,30,12,28,131,226
2634,0.012969983892701972,40,30,11,27,96,156
2635,0.011391654548324123,45,31,11,26,98,138
2636,0.023385839366909487,46,26,13,33,137,230
2637,0.0228852252546628,44,29,12,29,117,224
2638,0.01670289396710318,42,27,11,30,94,186
2639,0.019627893902811146,45,27,14,33,120,194
2640,0.01473307323505764,43,30,11,27,130,292
2641,0.016558695090001185,43,31,12,27,100,124
2642,0.013060891662818007,44,31,13,28,164,218
2643,0.009340105856687597,46,29,13,30,160,220
2644,0.017901502004108893,43,32,12,26,84,96
2645,0.013559884791636868,43,24,13,35,164,378
2646,0.011391654548324123,45,32,11,25,91,130
2647,0.008253243276727953,43,27,14,33,144,204
2648,0.015507635414099455,44,32,10,24,112,176
2649,0.016076879248975818,46,30,12,28,111,162
2650,0.019844960127330218,44,27,15,34,144,198
2651,0.014055656479777266,44,32,9,23,100,164
2652,0.013755863050853141,44,28,16,34,162,204
2653,0.013641852669576751,45,30,10,26,120,214
2654,0.02164779248721503,45,27,11,30,185,402
2655,0.011145924167816124,44,32,12,26,88,106
2656,0.024213817797438388,42,30,13,29,83,110
2657,0.01653749621074751,44,37,9,18,88,88
2658,0.018130569637864302,46,31,10,25,109,180
2659,0.01529698649700307,44,30,11,27,120,204
2660,0.01978231839843604,43,26,14,34,177,242
2661,0.01674580494053126,45,28,14,32,146,210
2662,0.014323444520114845,43,27,15,34,143,198
2663,0.02081510731868333,43,26,13,33,176,352
2664,0.011257326261017192,43,31,12,27,105,148
2665,0.012257290270758857,44,29,12,29,105,162
2666,0.021741341746250878,43,32,12,26,105,144
2667,0.014449033827270662,44,28,16,34,162,242
2668,0.00678650141488954,44,30,12,28,157,238
2669,0.011809407874726868,45,27,12,31,128,226
2670,0.011114329730810224,41,31,11,26,109,132
2671,0.016158167130437696,45,28,12,30,126,216
2672,0.018316942396920617,44,28,13,31,139,226
2673,0.016280453944299,43,29,12,29,148,260
2674,0.013205498539321014,44,31,11,26,138,210
2675,0.016205699375821156,45,30,12,28,139,210
2676,0.021024107338328588,43,29,11,28,101,212
2677,0.015719821372746814,46,29,13,30,130,202
2678,0.015506756907536202,44,30,13,29,111,136
2679,0.013134209539646998,44,34,10,22,88,112
2680,0.014271565212393273,44,32,12,26,113,128
2681,0.010936947413732974,46,29,12,29,121,188
2682,0.019094465481038027,45,29,13,30,109,142
2683,0.00970240474533151,43,31,12,27,131,194
2684,0.01661778901349406,45,31,11,26,98,146
2685,0.02359177407848613,46,29,11,28,130,266
2686,0.00899916924883766,44,31,13,28,114,126
2687,0.013983033736599676,46,30,12,28,144,210
2688,0.008351460050595894,45,29,11,28,142,286
2689,0.016205699375821156,45,28,13,31,180,292
2690,0.022153945075593623,46,33,9,22,106,166
2691,0.016076531710855116,43,25,16,37,147,232
2692,0.007798419798812503,44,29,11,28,178,330
2693,0.03084615428876411,46,28,10,28,114,270
2694,0.009264312741511196,46,28,15,33,150,180
2695,0.028274402065082846,42,25,15,36,109,190
2696,0.014407513042230088,42,28,13,31,132,220
2697,0.026553162402378094,43,31,11,26,125,194
2698,0.012045793606484508,46,30,12,28,124,164
2699,0.017320808160533427,41,29,13,30,138,198
2700,0.01358294147345138,42,29,11,28,127,212
2701,0.01862380164595573,44,30,14,30,103,124
2702,0.014488324032932792,43,28,14,32,160,212
2703,0.013767575616491251,43,27,13,32,114,180
2704,0.018061857868265245,44,26,14,34,136,196
2705,0.025043760606307044,43,25,14,35,150,258
2706,0.023014739006214036,45,30,14,30,133,154
2707,0.015765099016562825,45,32,10,24,74,130
2708,0.016591270456277646,45,28,14,32,129,192
2709,0.01947992608701809,43,30,11,27,148,266
2710,0.01815920000393522,44,30,12,28,155,332
2711,0.011480077077875975,43,30,12,28,128,194
2712,0.020156427582006406,42,30,13,29,99,132
2713,0.01689745682273277,44,27,13,32,114,198
2714,0.022112503146396817,43,33,10,23,129,186
2715,0.01906122899918397,43,32,11,25,103,136
2716,0.014963499463440208,44,31,11,26,113,146
2717,0.012987290724746268,43,30,13,29,114,158
2718,0.010791047898108058,46,27,12,31,145,232
2719,0.009829501408455978,44,29,12,29,110,176
2720,0.018051898262888465,45,26,13,33,152,286
2721,0.01215949895367796,46,30,11,27,93,160
2722,0.01273446924608293,45,29,13,30,139,202
2723,0.021983563237934385,45,28,12,30,131,186
2724,0.012030645704572948,44,31,10,25,108,186
2725,0.010948176270157817,45,28,13,31,169,240
2726,0.011227916025266134,45,30,13,29,101,126
2727,0.021844980485816734,45,30,13,29,134,204
2728,0.01470036988897886,46,29,13,30,136,178
2729,0.018636552458513034,45,31,9,24,104,200
2730,0.024971943644841135,41,25,15,36,142,220
2731,0.014121099759309502,44,31,11,26,131,190
2732,0.01564264800846929,44,30,12,28,90,124
2733,0.027238006102195435,43,29,12,29,112,188
2734,0.01774683856157769,42,29,13,30,84,124
2735,0.02234244784065102,46,28,15,33,165,228
2736,0.012211123078541275,43,31,8,23,129,248
2737,0.014279133507960722,45,31,11,26,107,170
2738,0.013544367659377166,42,27,15,34,165,234
2739,0.013828135654640396,45,31,12,27,115,164
2740,0.012369016905591529,43,29,13,30,86,136
2741,0.014690609903790688,45,32,12,26,112,136
2742,0.011038249398202651,42,28,12,30,100,154
2743,0.016026878739802075,45,31,9,24,130,226
2744,0.025295850437577677,44,27,14,33,138,186
2745,0.013390084185894824,44,31,12,27,122,146
2746,0.021117631392785656,41,32,9,23,71,98
2747,0.0275584601013295,44,29,11,28,160,278
2748,0.0172270634175479,45,32,10,24,95,148
2749,0.03153569368248381,43,33,12,25,98,116
2750,0.02369369171651222,43,27,12,31,92,164
2751,0.014021098482990574,44,33,10,23,89,116
2752,0.012043384722364187,45,31,13,28,163,226
2753,0.016355558253734845,43,28,13,31,126,186
2754,0.01258563675023127,44,28,14,32,122,170
2755,0.014186536067943359,45,30,13,29,112,156
2756,0.013127955888938704,45,28,12,30,125,206
2757,0.012852666116035208,43,30,14,30,117,162
2758,0.02125431350405972,41,30,12,28,77,126
2759,0.021844980485816734,44,34,10,22,95,116
2760,0.020834823072006813,44,26,14,34,139,222
2761,0.008003123174280206,46,31,10,25,124,238
2762,0.011389854388914874,42,27,14,33,125,184
2763,0.022112503146396817,45,25,12,33,188,452
2764,0.01661778901349406,45,24,14,36,132,224
2765,0.016870507311868448,44,31,14,29,119,128
2766,0.022219621025492832,42,27,12,31,101,162
2767,0.0178060824983223,43,34,10,22,70,82
2768,0.02399589473405421,46,28,11,29,125,248
2769,0.023296641018385203,42,32,10,24,91,142
2770,0.01545809208417434,45,31,10,25,98,160
2771,0.024341633161663635,46,32,9,23,136,226
2772,0.02946685461801357,43,25,13,34,156,298
2773,0.012477072112236691,45,27,12,31,118,214
2774,0.010948206279154028,44,31,14,29,117,126
2775,0.018655331019027676,44,29,8,25,148,378
2776,0.021879863993658696,42,27,14,33,144,206
2777,0.02082724226405338,45,30,10,26,140,230
2778,0.020424184666337997,45,31,11,26,108,148
2779,0.019821618891774084,42,31,12,27,84,108
2780,0.012900782841510264,44,33,10,23,83,132
2781,0.007208065370452002,41,28,11,29,116,196
2782,0.012452951916202163,42,33,11,24,66,84
2783,0.01203847501965058,44,29,13,30,136,202
2784,0.008776895773063523,41,29,8,25,92,228
2785,0.02416628505673113,43,30,12,28,123,238
2786,0.028804708372545992,46,27,13,32,130,206
2787,0.006318364435014073,45,26,13,33,132,224
2788,0.014488324032932792,43,31,13,28,97,112
2789,0.019313354949125117,43,27,13,32,127,210
2790,0.029104756795926792,45,26,13,33,144,248
2791,0.01606770547950536,45,30,12,28,107,146
2792,0.017435351202822552,44,28,13,31,136,214
2793,0.006345907228870018,46,29,12,29,115,160
2794,0.020256684522580372,43,26,15,35,171,230
2795,0.018833372069868043,43,30,10,26,148,294
2796,0.007588741716429669,46,26,13,33,122,174
2797,0.01094518239115714,44,29,11,28,146,344
2798,0.01265250085010089,42,29,11,28,90,162
2799,0.025163655138133935,44,30,12,28,123,226
2800,0.023223008151884043,44,32,12,26,116,140
2801,0.01240890785167546,44,32,11,25,88,118
2802,0.018138255063201957,42,26,13,33,136,242
2803,0.016150607379397067,44,27,13,32,130,208
2804,0.010537794653996211,46,28,10,28,93,184
2805,0.017849219649028747,42,27,13,32,156,280
2806,0.014639140905330444,45,28,14,32,131,170
2807,0.007936714173194758,42,28,13,31,96,152
2808,0.028288930728948336,43,27,15,34,140,188
2809,0.018993877600430184,45,28,14,32,128,170
2810,0.022112503146396817,39,30,10,26,67,114
2811,0.020552417599967086,45,27,13,32,132,228
2812,0.021351338661090336,44,30,10,26,108,204
2813,0.025462244640837746,43,29,12,29,145,254
2814,0.013883236779433317,43,28,14,32,109,148
2815,0.022239621367498325,43,30,13,29,120,138
2816,0.014661891829542317,44,31,12,27,94,130
2817,0.022428636065771914,44,29,11,28,141,254
2818,0.019842753121286125,46,28,12,30,143,270
2819,0.02655492471147925,45,30,12,28,141,212
2820,0.01322771642594392,43,31,11,26,109,212
2821,0.014503845802416346,42,32,10,24,120,156
2822,0.013921869037566273,45,28,13,31,134,212
2823,0.013518885085911161,43,30,12,28,81,134
2824,0.014604533936830158,46,25,12,33,120,216
2825,0.012214126727061975,46,30,10,26,152,274
2826,0.010626256497534306,44,28,16,34,140,164
2827,0.011074240989935605,42,27,14,33,130,162
2828,0.011728384400145429,44,30,13,29,119,160
2829,0.014608557522041293,44,31,10,25,70,118
2830,0.01762325057382247,46,27,13,32,177,296
2831,0.012344727840901966,42,27,14,33,140,212
2832,0.028598434943150137,40,29,12,29,135,194
2833,0.018486540298435675,45,29,14,31,130,172
2834,0.014011614203439257,42,25,17,38,145,200
2835,0.015297108897011712,46,28,11,29,155,316
2836,0.009881097159861262,45,29,11,28,121,202
2837,0.007571629621049444,43,28,10,28,104,232
2838,0.017827052242804436,42,27,14,33,144,182
2839,0.019273467563010044,45,30,10,26,124,228
2840,0.008474455589661173,46,24,13,35,142,294
2841,0.013934987917097137,45,30,13,29,119,152
2842,0.012838045945319732,43,26,14,34,126,192
2843,0.01310503377341421,46,28,10,28,153,338
2844,0.01643916664057231,43,29,11,28,125,244
2845,0.016354297755105093,42,27,14,33,107,142
2846,0.012743831748942447,44,31,9,24,112,184
2847,0.011613119464591898,46,26,15,35,150,244
2848,0.016322333876648068,42,27,15,34,156,204
2849,0.015610544708038389,44,28,13,31,135,192
2850,0.011582324720421526,44,28,14,32,165,330
2851,0.01217358904557541,43,27,15,34,150,198
2852,0.01635615470098098,42,33,11,24,91,106
2853,0.009346178959196361,46,25,14,35,184,288
2854,0.02386213052900446,43,30,13,29,135,176
2855,0.024607348004138246,44,32,11,25,74,96
2856,0.008750368888514881,44,28,14,32,120,188
2857,0.02032674341211961,43,30,12,28,114,150
2858,0.007950783000752096,43,30,13,29,132,180
2859,0.015024525566123943,45,30,12,28,135,192
2860,0.016919218524564933,43,29,12,29,118,190
2861,0.014201040520877964,45,30,12,28,103,142
2862,0.023716464135657596,42,33,11,24,107,116
2863,0.014726737247449627,44,25,13,34,199,418
2864,0.01000176586952009,45,32,10,24,132,198
2865,0.024131615982416577,44,31,11,26,102,138
2866,0.013912304177328812,46,30,12,28,114,174
2867,0.010304592230775012,44,32,12,26,115,154
2868,0.01566782546102783,45,30,8,24,134,312
2869,0.019862174506728607,46,28,15,33,182,236
2870,0.012931332761900588,45,28,14,32,123,162
2871,0.013743764041531291,43,32,9,23,136,260
2872,0.014378259844629544,46,31,11,26,97,140
2873,0.014938706823991229,42,30,12,28,104,164
2874,0.024598286542823332,42,30,10,26,83,164
2875,0.025462244640837746,45,28,11,29,142,296
2876,0.020570197849809454,44,29,13,30,98,158
2877,0.011753002508646831,45,27,13,32,139,250
2878,0.010180838633807254,43,34,11,23,119,122
2879,0.01667589769337291,45,28,13,31,101,166
2880,0.01661778901349406,43,29,14,31,129,156
2881,0.02254494136992749,45,30,13,29,122,158
2882,0.027870851311514344,46,29,14,31,160,220
2883,0.008584371618153744,46,29,12,29,113,150
2884,0.01250831710232339,46,31,14,29,120,126
2885,0.028005392713629743,44,24,15,37,169,286
2886,0.018635928684998304,44,30,12,28,103,142
2887,0.016049793162583356,45,30,13,29,113,164
2888,0.012610094448259918,46,34,9,21,58,76
2889,0.019221918051244645,44,29,13,30,148,208
2890,0.013300666157998617,44,30,12,28,145,232
2891,0.02004805270479599,43,28,14,32,141,184
2892,0.014460041452766484,44,30,12,28,118,168
2893,0.014950333180309347,45,30,11,27,126,208
2894,0.017066861627748266,43,32,9,23,76,130
2895,0.015528298108591725,42,30,12,28,110,150
2896,0.011009281654396609,43,28,13,31,138,226
2897,0.01649377180755022,44,26,13,33,165,342
2898,0.013573972441331204,45,29,14,31,147,244
2899,0.016311179646783965,44,32,11,25,107,146
2900,0.01946750936692253,44,27,13,32,156,270
2901,0.013868844997472665,46,26,14,34,146,218
2902,0.011371795926948619,44,28,13,31,127,220
2903,0.014182352218100505,45,33,11,24,115,154
2904,0.006213859884729611,45,26,14,34,149,210
2905,0.011114329730810224,44,27,11,30,96,206
2906,0.02033930840558288,44,33,10,23,107,140
2907,0.01545809208417434,45,31,11,26,82,124
2908,0.013883236779433317,45,27,13,32,156,246
2909,0.0165794621375042,44,29,15,32,134,158
2910,0.02159242668777612,44,30,14,30,140,182
2911,0.020928348716427847,46,31,12,27,135,184
2912,0.01250831710232339,43,31,11,26,110,182
2913,0.0061615428691398355,44,30,10,26,112,190
2914,0.019093051831064245,44,32,13,27,100,112
2915,0.019211780126575886,46,31,12,27,125,180
2916,0.021834821318392067,45,28,15,33,153,222
2917,0.01596231399906583,44,30,11,27,93,138
2918,0.035598204791344235,43,28,12,30,129,246
2919,0.012386315281748467,43,27,12,31,99,158
2920,0.015271219188422738,44,26,12,32,133,260
2921,0.014604533936830158,43,29,11,28,87,156
2922,0.0130678832513282,44,27,15,34,111,162
2923,0.014752279164884991,44,27,13,32,149,234
2924,0.03259833601860382,45,29,12,29,148,232
2925,0.022153945075593623,44,27,13,32,165,384
2926,0.01569466480477842,44,26,10,30,145,358
2927,0.019685555191480044,42,31,13,28,94,112
2928,0.01401809376811769,43,28,14,32,128,188
2929,0.010744955277966546,44,32,7,21,87,210
2930,0.013890136402796398,41,31,11,26,113,158
2931,0.009459138624395506,44,28,12,30,130,196
2932,0.012206204962048668,44,34,9,21,72,94
2933,0.014279727450631677,43,28,13,31,152,242
2934,0.022025891811400338,44,32,13,27,119,128
2935,0.01843906364197643,44,32,11,25,141,244
2936,0.007302585873908848,44,29,12,29,125,204
2937,0.02025237822465368,45,31,12,27,118,154
2938,0.01261023517843457,44,26,13,33,185,386
2939,0.02952770520099298,45,30,11,27,129,178
2940,0.012006328712560927,46,30,12,28,96,132
2941,0.013649541216690927,44,29,14,31,145,196
2942,0.008994507897522035,45,31,11,26,132,210
2943,0.019994579972826915,45,29,11,28,127,200
2944,0.019169547804904243,45,33,12,25,104,116
2945,0.015337262922188219,44,27,13,32,162,278
2946,0.01661778901349406,45,29,13,30,112,154
2947,0.013409958662047996,42,29,12,29,160,268
2948,0.010432649282947223,42,26,13,33,121,198
2949,0.01681301510067222,42,30,12,28,124,178
2950,0.005511731611248558,46,26,14,34,128,180
2951,0.020933217471790944,41,27,16,35,118,142
2952,0.017262289090395996,43,30,9,25,117,246
2953,0.012431001210419696,46,28,11,29,113,218
2954,0.01616786531760314,44,28,14,32,116,164
2955,0.01842039081478601,44,32,12,26,84,108
2956,0.02081510731868333,45,29,12,29,161,230
2957,0.013628395417406017,46,29,11,28,126,216
2958,0.015957457848436392,43,30,12,28,96,146
2959,0.016290538032359227,45,30,11,27,120,196
2960,0.010266722949381517,43,30,13,29,129,156
2961,0.01266501641279285,46,30,13,29,148,202
2962,0.02548529207796399,45,29,14,31,174,228
2963,0.018828321964974522,46,27,12,31,186,446
2964,0.008440722831039513,44,27,12,31,114,186
2965,0.02081510731868333,45,31,11,26,107,146
2966,0.020441541819896828,44,30,14,30,140,170
2967,0.016528829708040725,45,31,12,27,99,126
2968,0.00937453517604682,45,29,14,31,147,242
2969,0.008460278886464945,45,29,14,31,124,166
2970,0.022892653089056553,45,28,12,30,94,176
2971,0.015379182568630162,46,24,14,36,185,364
2972,0.014854961421876485,44,29,14,31,145,178
2973,0.024505680597964236,43,30,15,31,123,138
2974,0.011833157238957615,43,29,13,30,118,160
2975,0.008776895773063523,44,29,14,31,111,144
2976,0.01700390515372695,44,30,13,29,107,158
2977,0.014488324032932792,43,26,15,35,159,260
2978,0.012977278856980197,46,28,14,32,131,192
2979,0.017953251352446343,44,29,13,30,111,150
2980,0.01668537638802945,42,32,10,24,82,108
2981,0.02512437802393545,44,29,12,29,118,172
2982,0.02334881530725924,45,31,12,27,117,156
2983,0.021198518168013325,45,29,13,30,112,170
2984,0.023008418391780736,44,33,8,21,74,140
2985,0.02566250439445974,44,31,11,26,114,162
2986,0.017588673315548926,44,32,10,24,99,166
2987,0.021694275558152114,44,28,13,31,149,230
2988,0.014643462391633007,45,30,12,28,125,182
2989,0.018983272493012335,43,30,12,28,111,150
2990,0.020220843533344305,44,28,13,31,123,202
2991,0.019329919419584903,44,31,11,26,136,190
2992,0.016918449679479433,40,28,12,30,123,174
2993,0.020327307330113537,44,33,12,25,106,130
2994,0.013647980936713551,45,29,14,31,88,112
2995,0.021412611133382053,43,27,13,32,112,190
2996,0.01250831710232339,43,29,12,29,119,212
2997,0.010245445005326231,43,31,11,26,128,220
2998,0.026533502651929566,42,29,13,30,107,146
2999,0.011246339307032501,44,29,11,28,156,302
3000,0.020270491505287674,44,28,14,32,117,156
3001,0.020517770246955856,46,32,11,25,99,138
3002,0.02313403883410603,44,30,12,28,117,162
3003,0.010041080363322519,43,30,14,30,149,170
3004,0.018358345397801897,44,28,13,31,117,186
3005,0.016150607379397067,45,30,12,28,125,192
3006,0.016205699375821156,45,30,11,27,111,162
3007,0.01323865017664616,44,31,12,27,128,170
3008,0.020563379134707866,42,28,14,32,108,150
3009,0.01152825465234357,44,30,11,27,125,192
3010,0.016083719262001958,45,31,9,24,95,164
3011,0.01326101577978566,41,31,9,24,57,104
3012,0.019994579972826915,45,31,13,28,127,154
3013,0.022224395555809094,45,30,13,29,108,136
3014,0.018051898262888465,45,27,12,31,120,198
3015,0.02758300993406131,45,29,12,29,100,154
3016,0.018143032958429936,42,26,10,30,132,326
3017,0.021061416439018092,43,29,12,29,107,168
3018,0.022517254441013407,46,26,15,35,170,242
3019,0.00892119644976113,43,30,10,26,121,246
