bootstrap_replicate,bootstrap_statistic,n_contributing_bootstrap_clusters,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
1829,0.019799279844076385,44,29,14,31,118,160
1830,0.014350031742999286,42,27,12,31,135,252
1831,0.013561357557508324,44,30,13,29,94,132
1832,0.011733994484125314,44,27,12,31,108,222
1833,0.010713521917498692,45,27,12,31,153,280
1834,0.02035110463737648,45,26,15,35,152,212
1835,0.0258267845821683,46,28,12,30,130,214
1836,0.00986842308695041,46,26,16,36,181,214
1837,0.01461274249604666,44,29,13,30,124,160
1838,0.03070422505253429,45,26,13,33,173,322
1839,0.017679707833799265,46,28,12,30,103,164
1840,0.013184204513228673,43,32,13,27,97,112
1841,0.01980057066062957,45,28,13,31,169,250
1842,0.010465934730335663,45,28,13,31,165,234
1843,0.01331412465419439,46,29,14,31,138,168
1844,0.013383549249064212,44,28,14,32,162,220
1845,0.01332282889346463,45,31,12,27,126,180
1846,0.02708500320479166,45,31,11,26,111,156
1847,0.020121007695153216,45,28,12,30,113,198
1848,0.02741559254948028,46,29,14,31,125,158
1849,0.023367935610619575,44,28,12,30,113,196
1850,0.010147353956053595,43,32,13,27,113,128
1851,0.018735894969343178,45,25,13,34,159,294
1852,0.005899735694157873,43,23,15,38,142,250
1853,0.012304533842033075,45,30,13,29,109,142
1854,0.013228389593592144,44,34,9,21,117,174
1855,0.01898122575423229,46,31,9,24,127,234
1856,0.02035110463737648,45,29,13,30,167,242
1857,0.018512897477953646,44,25,16,37,142,216
1858,0.01595719376092715,44,31,10,25,83,128
1859,0.012325719050078746,44,29,15,32,131,146
1860,0.023418376458720948,46,29,13,30,131,188
1861,0.014011614203439257,43,33,12,25,92,104
1862,0.014063998358279338,39,28,15,33,111,122
1863,0.008678396620679388,45,29,13,30,120,168
1864,0.007884738336876362,44,27,13,32,168,282
1865,0.015517093585312294,43,28,12,30,121,216
1866,0.011913833935498094,45,30,12,28,114,174
1867,0.013693865041691913,42,31,13,28,151,184
1868,0.01762325057382247,45,33,11,24,108,148
1869,0.011636306030346433,43,33,10,23,98,128
1870,0.017587310051767426,44,25,13,34,176,326
1871,0.014186536067943359,43,33,12,25,114,144
1872,0.0127888882736929,45,28,13,31,115,166
1873,0.021036189002150096,44,31,12,27,114,150
1874,0.016680530933141712,44,29,12,29,105,150
1875,0.012911709463972118,46,29,9,26,79,172
1876,0.016280453944299,41,29,12,29,105,214
1877,0.006345907228870018,43,28,12,30,164,278
1878,0.010245445005326231,45,30,13,29,137,188
1879,0.017612337972320882,43,26,14,34,150,288
1880,0.01896606777251443,43,30,12,28,135,210
1881,0.012226576087599854,46,27,14,33,140,214
1882,0.02370417530140148,45,31,11,26,85,122
1883,0.02155740002232484,43,29,11,28,90,148
1884,0.019884655953307045,42,30,15,31,124,130
1885,0.0135173102460018,46,27,14,33,118,172
1886,0.011870697288550239,45,30,11,27,119,182
1887,0.025801114660829044,40,30,10,26,78,118
1888,0.016322333876648068,44,29,14,31,102,132
1889,0.017718544468723077,46,26,12,32,144,304
1890,0.01702877645446204,45,29,13,30,128,192
1891,0.01730419889401502,43,30,13,29,117,168
1892,0.014477717108575504,45,29,12,29,112,160
1893,0.010948176270157817,45,29,9,26,115,244
1894,0.013501412746150965,44,31,12,27,104,128
1895,0.025043760606307044,45,31,12,27,137,170
1896,0.016280453944299,46,28,13,31,160,220
1897,0.013641070215856706,42,28,10,28,113,296
1898,0.010503434360447657,42,28,11,29,111,202
1899,0.013711640891858612,44,30,10,26,105,166
1900,0.016699059917506476,43,27,12,31,132,270
1901,0.01398655487845045,45,29,16,33,122,128
1902,0.033133533424494044,44,30,14,30,118,142
1903,0.011257326261017192,45,31,13,28,137,152
1904,0.017316924296310557,41,29,12,29,101,160
1905,0.013857674605104106,43,28,16,34,114,144
1906,0.011864825464077716,45,30,11,27,128,216
1907,0.010735898068162476,45,29,13,30,142,198
1908,0.014202746173260769,45,27,12,31,133,252
1909,0.014947514577393503,45,32,10,24,104,168
1910,0.01263492760850303,44,27,16,35,149,194
1911,0.006369441602977657,39,25,14,35,144,200
1912,0.01691081823396407,45,29,13,30,126,162
1913,0.013014963236506458,38,27,12,31,110,186
1914,0.01573656453252195,45,32,10,24,87,140
1915,0.019562964968763547,44,26,13,33,111,178
1916,0.01885707783610506,43,29,13,30,137,194
1917,0.017132045535206322,44,27,14,33,116,170
1918,0.019842753121286125,45,30,11,27,140,236
1919,0.020158310923606766,45,29,12,29,129,196
1920,0.013501412746150965,45,30,10,26,105,192
1921,0.013949325698250033,46,27,13,32,145,224
1922,0.016280453944299,45,31,14,29,118,124
1923,0.01743151489069706,46,29,10,27,136,252
1924,0.017026774104263422,44,34,10,22,127,172
1925,0.02008082516284153,44,27,14,33,122,170
1926,0.02387193219076464,41,30,11,27,96,140
1927,0.013068261038262596,44,29,12,29,134,206
1928,0.016935403952127302,44,23,14,37,154,464
1929,0.008449498251370258,43,31,10,25,92,132
1930,0.012053857912039091,46,32,11,25,132,176
1931,0.02201163509363198,44,30,10,26,109,178
1932,0.022850025740694564,45,26,14,34,142,196
1933,0.008646637264776158,44,26,16,36,178,256
1934,0.012884729258867671,46,31,11,26,87,132
1935,0.022757651783639456,46,30,12,28,105,148
1936,0.021206714997049493,42,32,9,23,107,222
1937,0.015101150341906885,43,29,12,29,120,194
1938,0.02333803517537731,45,27,14,33,118,172
1939,0.018944236506373363,43,31,11,26,114,182
1940,0.015196532224895854,44,33,10,23,87,120
1941,0.022239621367498325,46,29,11,28,99,178
1942,0.017705723980080294,46,28,11,29,151,294
1943,0.015507635414099455,44,29,10,27,100,188
1944,0.02466267073260331,43,26,10,30,137,410
1945,0.01261023517843457,45,27,13,32,165,252
1946,0.011516436687230316,46,32,12,26,122,140
1947,0.01683693623570337,45,33,11,24,96,114
1948,0.022112503146396817,44,30,14,30,132,156
1949,0.021976648244498583,45,27,13,32,131,218
1950,0.00981991644753475,43,30,14,30,102,126
1951,0.021713514844832582,44,30,12,28,176,298
1952,0.016355558253734845,45,29,10,27,171,408
1953,0.00937453517604682,46,25,14,35,171,262
1954,0.018422420007811878,45,29,14,31,137,170
1955,0.021777396847206337,43,27,13,32,146,234
1956,0.02013755647436496,44,27,13,32,128,198
1957,0.015204816114149228,45,31,14,29,137,152
1958,0.022603375177207174,45,29,12,29,150,218
1959,0.01291920443551682,44,28,13,31,122,164
1960,0.015769607957738224,44,32,12,26,106,118
1961,0.01896606777251443,42,32,11,25,120,156
1962,-0.0003762406194571001,46,28,14,32,126,208
1963,0.015507635414099455,43,28,12,30,169,354
1964,0.01767326694132385,44,31,11,26,123,238
1965,0.009957468167775055,45,25,14,35,147,264
1966,0.02194807354570872,42,30,13,29,149,206
1967,0.018600496940379234,45,29,11,28,105,198
1968,0.019785410023698477,46,32,10,24,105,154
1969,0.020933217471790944,45,27,12,31,129,226
1970,0.018074271055283746,44,32,12,26,106,138
1971,0.012282164958563865,44,29,12,29,124,190
1972,0.01791312017018562,42,31,12,27,112,148
1973,0.010246582052921935,42,31,10,25,131,208
1974,0.012631756833883706,45,31,12,27,102,154
1975,0.011032310208692324,43,28,13,31,132,198
1976,0.029508507152448175,43,30,10,26,70,136
1977,0.014488324032932792,43,27,14,33,122,164
1978,0.0079703241443458,44,33,10,23,125,194
1979,0.017946831779821634,46,25,14,35,143,248
1980,0.015271219188422738,43,29,13,30,148,266
1981,0.018723562697040938,43,30,11,27,103,158
1982,0.02015330517298477,44,32,13,27,96,108
1983,0.0118514097364842,45,28,10,28,138,256
1984,0.018544642989628463,44,30,14,30,128,152
1985,0.014604533936830158,43,28,13,31,111,174
1986,0.017417543179418703,41,28,13,31,103,160
1987,0.025043760606307044,43,30,12,28,128,188
1988,0.017132045535206322,44,30,12,28,92,122
1989,0.009606835061467346,43,31,11,26,102,136
1990,0.009330153806405395,45,30,13,29,121,172
1991,0.014302397608859783,44,28,14,32,123,162
1992,0.019361895653640895,45,29,12,29,106,168
1993,0.006213859884729611,46,30,11,27,124,172
1994,0.012277032235297032,45,28,14,32,132,180
1995,0.015223691744736215,43,28,11,29,92,194
1996,0.0239923686736651,44,27,16,35,180,246
1997,0.014488324032932792,43,28,11,29,148,332
1998,0.03231476902699276,44,28,14,32,126,162
1999,0.009520315157244923,44,31,10,25,129,220
2000,0.012123557996289558,43,30,13,29,113,146
2001,0.020088387268497723,42,26,10,30,116,270
2002,0.014139811565299296,43,27,13,32,128,220
2003,0.018260879362622977,44,32,12,26,141,204
2004,0.02684612317889893,40,28,10,28,126,232
2005,0.01217358904557541,44,32,12,26,74,90
2006,0.024958571883272933,43,24,16,38,153,228
2007,0.023602589178996235,44,29,12,29,113,172
2008,0.022500413570049175,44,27,13,32,153,242
2009,0.017293089246061197,45,29,13,30,84,114
2010,0.02334881530725924,43,27,13,32,113,176
2011,0.015044357664656352,44,33,10,23,73,114
2012,0.02810094859453982,44,30,16,32,162,162
2013,0.016809791415659817,43,28,12,30,108,182
2014,0.007133051847177739,42,28,14,32,151,210
2015,0.01625628024510519,43,27,13,32,177,328
2016,0.015660543880435585,45,30,12,28,163,262
2017,0.009073728826349214,43,28,12,30,149,242
2018,0.016049793162583356,43,31,11,26,96,138
2019,0.012718014511900189,42,30,12,28,131,170
2020,0.015102017493296087,46,31,12,27,101,134
2021,0.012838045945319732,45,25,14,35,148,248
2022,0.02934525058189056,40,28,13,31,105,146
2023,0.017793232856946062,44,32,12,26,108,126
2024,0.014156810936796216,45,28,12,30,155,276
2025,0.020126044653727096,46,26,13,33,133,230
2026,0.013711640891858612,42,30,13,29,152,206
2027,0.016222496630901886,44,32,12,26,104,134
2028,0.012269661998598046,45,32,11,25,86,124
2029,0.019497866588863537,44,36,9,19,90,102
2030,0.00937453517604682,45,28,11,29,115,206
2031,0.021760845610203514,43,29,12,29,132,204
2032,0.019330131223464518,44,30,12,28,122,164
2033,0.018749529478188753,43,27,17,36,150,174
2034,0.010063246712774386,43,30,13,29,104,128
2035,0.00772818397896291,45,30,12,28,87,132
2036,0.0047138005303189595,44,28,13,31,125,190
2037,0.014317945254958803,42,29,13,30,134,200
2038,0.012467970858087048,41,25,14,35,125,192
2039,0.01196176875800959,44,30,14,30,126,168
2040,0.013720377061738717,44,29,11,28,108,184
2041,0.019477764671627342,44,27,15,34,120,162
2042,0.009513304450841604,44,28,13,31,94,140
2043,0.017949389535705136,44,32,12,26,94,118
2044,0.014682676373260817,42,29,14,31,135,186
2045,0.03505401337509055,44,30,10,26,78,162
2046,0.02016807751439081,44,33,9,22,98,152
2047,0.014280653730072534,45,31,13,28,109,136
2048,0.012304533842033075,43,26,15,35,119,158
2049,0.011760275400049716,43,32,10,24,106,206
2050,0.018372085495090687,45,29,14,31,146,184
2051,0.017262289090395996,43,28,13,31,126,184
2052,0.02601192239033944,45,26,13,33,132,228
2053,0.010674110589214136,45,28,10,28,165,414
2054,0.016597920292000287,41,28,13,31,150,276
2055,0.015177999792637516,42,29,14,31,97,128
2056,0.012370946416322942,45,32,11,25,78,108
2057,0.010230452611409924,45,31,12,27,121,148
2058,0.009553093383251249,45,30,11,27,116,216
2059,0.016049793162583356,45,31,12,27,129,186
2060,0.013518885085911161,45,31,12,27,122,214
2061,0.01578308475168344,45,29,11,28,82,132
2062,0.020042584850322002,44,30,10,26,102,172
2063,0.012816233534040808,43,31,10,25,116,202
2064,0.024953296193628356,42,28,12,30,120,184
2065,0.016597920292000287,43,31,14,29,125,134
2066,0.019785410023698477,43,29,13,30,101,140
2067,0.012947007316923678,44,27,11,30,130,226
2068,0.010245445005326231,45,29,11,28,134,214
2069,0.011566713747100922,44,29,12,29,127,192
2070,0.022709155999787678,42,28,13,31,109,156
2071,0.014198813764128071,44,30,14,30,143,182
2072,0.020977628133841464,45,33,7,20,82,210
2073,0.025384055708193777,46,27,16,35,162,192
2074,0.01104763903774382,45,30,13,29,140,210
2075,0.010245445005326231,45,29,12,29,135,212
2076,0.012533242362074384,43,31,12,27,113,146
2077,0.02528165075198492,40,29,13,30,111,138
2078,0.021611700260696497,45,26,15,35,128,174
2079,0.015974297432662904,43,31,13,28,129,174
2080,0.007884738336876362,43,30,13,29,103,118
2081,0.014248350240007257,45,33,10,23,113,164
2082,0.021825223897242868,43,30,14,30,119,158
2083,0.01759262399308856,46,26,12,32,111,258
2084,0.011992683497068952,45,26,9,29,157,394
2085,0.01661778901349406,41,27,14,33,128,166
2086,0.01259708012802127,43,27,13,32,160,262
2087,0.017291079389392595,44,33,11,24,121,166
2088,0.013381996920393269,41,30,12,28,123,236
2089,0.014622427955500943,46,26,14,34,144,248
2090,0.01499549145992509,43,28,12,30,130,232
2091,0.014443593645251624,42,31,13,28,106,142
2092,0.01756767141819493,44,29,12,29,132,226
2093,0.017133719990419724,44,27,13,32,181,324
2094,0.01961329397284482,46,32,10,24,122,164
2095,0.009642000204164489,44,28,14,32,129,162
2096,0.00862460483911167,44,30,11,27,129,210
2097,0.018426192212441364,43,29,13,30,127,158
2098,0.011322863284264822,42,28,11,29,105,212
2099,0.014129235491146176,43,27,12,31,118,202
2100,0.018983272493012335,45,30,14,30,147,168
2101,0.020929712075611902,44,28,12,30,137,224
2102,0.011259133361423687,43,30,11,27,113,168
2103,0.011127124790744139,45,27,9,28,160,490
2104,0.012709845658933183,42,32,13,27,101,104
2105,0.02198037229552838,42,30,10,26,107,228
2106,0.016150607379397067,44,29,10,27,123,238
2107,0.030487637310065308,42,28,10,28,95,190
2108,0.017940692747611654,42,29,12,29,139,196
2109,0.020552417599967086,45,28,14,32,160,270
2110,0.013588258797938124,45,31,12,27,90,120
2111,0.01661778901349406,45,30,12,28,110,158
2112,0.024362809631096133,44,27,14,33,160,232
2113,0.02008267598631105,44,28,11,29,104,206
2114,0.026947882856733954,43,28,15,33,110,134
2115,0.016402913151970677,45,30,12,28,91,138
2116,0.01128994143976116,46,30,10,26,135,230
2117,0.017949387732741795,43,29,10,27,103,228
2118,0.0034945928733357,46,24,13,35,185,568
2119,0.013868844997472665,43,25,11,32,140,290
2120,0.02560163307908178,46,26,14,34,128,180
2121,0.017449785578957565,42,29,11,28,79,122
2122,0.01312630853218014,46,29,14,31,144,262
2123,0.01181255043206371,43,27,14,33,123,222
2124,0.007571629621049444,43,27,13,32,102,186
2125,0.014707208176495089,44,26,11,31,170,368
2126,0.009321735325526444,42,27,12,31,121,194
2127,0.019775024324969318,43,23,15,38,156,276
2128,0.021783186095152257,43,31,13,28,112,130
2129,0.009181708102298965,46,32,12,26,107,122
2130,0.014635519571213264,42,28,13,31,103,144
2131,0.014184683751461154,43,31,13,28,118,136
2132,0.013177856069418618,42,32,9,23,83,140
2133,0.04393997431314236,43,27,11,30,106,196
2134,0.0259774864210712,41,28,14,32,135,188
2135,0.015379577213816699,44,29,14,31,123,168
2136,0.015501597809739143,46,28,12,30,134,222
2137,0.017490748657666873,43,29,13,30,126,180
2138,0.01817021963906315,42,33,11,24,104,140
2139,0.012370946416322942,45,31,12,27,124,160
2140,0.02080345579421286,44,31,10,25,114,206
2141,0.011391789149436005,44,30,12,28,142,246
2142,0.013658981716613769,42,28,12,30,90,150
2143,0.017446263195237274,44,30,15,31,154,166
2144,0.009889616984227145,44,27,14,33,154,244
2145,0.015271219188422738,43,30,14,30,126,138
2146,0.013385696489056229,46,28,14,32,126,154
2147,0.013519392974284967,44,32,11,25,128,150
2148,0.032085340226075676,41,28,12,30,97,158
2149,0.013871150084271977,45,32,13,27,107,116
2150,0.0192183408078821,46,27,12,31,117,218
2151,0.007352786783956573,43,30,13,29,112,154
2152,0.01827232259744079,44,34,9,21,84,138
2153,0.01590805429355672,43,31,9,24,124,242
2154,0.020884276662934426,42,33,12,25,101,104
2155,0.020151436613542777,40,25,13,34,107,190
2156,0.018649123730858454,43,29,13,30,146,244
2157,0.017182622219766908,42,31,11,26,75,102
2158,0.017144893714136966,46,28,10,28,110,222
2159,0.01545809208417434,45,29,11,28,136,266
2160,0.0084387085637493,46,30,13,29,132,156
2161,0.017262289090395996,45,30,13,29,102,132
2162,0.025616401734101443,44,31,11,26,104,152
2163,0.0184717339488788,45,34,9,21,100,144
2164,0.010648419851310941,44,30,7,23,111,324
2165,0.016386446289713336,45,30,12,28,119,164
2166,0.023921817291435922,43,29,13,30,109,166
2167,0.013148994955754764,45,29,13,30,142,188
2168,0.01661778901349406,45,26,13,33,137,276
2169,0.01573251841590353,46,27,11,30,112,244
2170,0.012282164958563865,43,28,10,28,123,284
2171,0.010643014218017027,45,29,10,27,115,222
2172,0.023679447427943756,43,28,12,30,158,304
2173,0.015010878731834522,42,32,12,26,79,94
2174,0.018432727995208592,46,26,12,32,139,232
2175,0.012610978795957184,42,31,14,29,109,118
2176,0.012754305141467998,45,31,12,27,115,142
2177,0.020603319518910895,45,30,11,27,143,242
2178,0.02103972912153891,42,27,11,30,92,164
2179,0.01782117479896994,43,29,12,29,106,200
2180,0.008932992770737842,44,33,9,22,103,168
2181,0.023916974866031268,44,32,11,25,100,124
2182,0.022239621367498325,43,27,12,31,124,190
2183,0.013603233125622782,45,31,11,26,89,132
2184,0.020217089509688327,45,29,12,29,98,150
2185,0.014323444520114845,45,31,11,26,88,136
2186,0.01258563675023127,43,30,10,26,100,182
2187,0.0012727775412628636,46,23,14,37,161,270
2188,0.016502992984616514,46,29,12,29,121,160
2189,0.019878493337906665,43,29,13,30,122,182
2190,0.00772818397896291,39,28,14,32,115,136
2191,0.015041179523564083,45,28,13,31,173,272
2192,0.027330333161502875,44,32,11,25,123,144
2193,0.00844070978886971,45,29,14,31,183,240
2194,0.025661050473841117,44,32,11,25,114,138
2195,0.017262289090395996,45,28,12,30,107,168
2196,0.023155231609909177,45,30,13,29,153,318
2197,0.012561236115642024,46,29,12,29,106,148
2198,0.013714618173480644,44,27,14,33,124,170
2199,0.021820354801931105,42,25,11,32,136,292
2200,0.016335552771324216,44,29,12,29,137,212
2201,0.02142423669941096,41,27,14,33,115,182
2202,0.014488324032932792,43,30,11,27,107,176
2203,0.026655872613899415,43,27,12,31,129,254
2204,0.011636306030346433,45,25,13,34,101,168
2205,0.015755939391203837,46,28,13,31,142,202
2206,0.01695260765297385,44,32,12,26,142,166
2207,0.02114285064740598,44,28,14,32,127,172
2208,0.019287910529151686,46,25,15,36,178,312
2209,0.014945158662416792,42,30,10,26,100,146
2210,0.023042417284805,43,27,16,35,138,156
2211,0.008938664395814193,43,29,12,29,116,176
2212,0.022625678948696853,45,29,11,28,139,280
2213,0.024170942662429973,43,27,12,31,111,208
2214,0.011204141750434073,44,27,12,31,156,256
2215,0.01735914085542039,44,29,12,29,131,212
2216,0.015402000949425718,44,33,12,25,82,100
2217,0.018370330235863375,42,28,13,31,133,194
2218,0.019287910529151686,45,27,15,34,174,228
2219,0.01799505527890695,44,31,11,26,111,172
2220,0.018165352352694057,45,29,14,31,112,172
2221,0.016283109147668312,43,26,14,34,140,204
2222,0.02191998375463436,44,28,14,32,102,138
2223,0.014608557522041293,46,26,13,33,184,314
2224,0.021748018265689062,46,31,10,25,107,214
2225,0.03002953237396387,44,33,11,24,109,130
2226,0.01949012856331056,43,29,13,30,106,142
2227,0.01801044026503676,43,28,12,30,150,294
2228,0.014690609903790688,45,28,13,31,140,210
2229,0.020333545139861492,46,28,14,32,121,160
2230,0.02364445758210066,44,28,16,34,152,170
2231,0.016665958255591293,44,29,12,29,111,152
2232,0.011423385733581468,42,28,12,30,128,242
2233,0.01215596866435234,43,28,12,30,133,244
2234,0.01702283603921479,44,29,14,31,130,182
2235,0.016408706665223573,44,30,13,29,113,162
2236,0.030509721446546182,42,29,10,27,94,148
2237,0.017636857940910293,44,30,12,28,128,162
2238,0.018496400087019242,44,29,14,31,114,144
2239,0.012077971789258637,45,31,13,28,122,158
2240,0.01215596866435234,43,34,8,20,89,166
